Límite Inferior,Límite Superior,Frecuencia Absoluta,Frecuencia Relativa,Frecuencia Acumulada,Frecuencia Relativa Acumulada
0.5925925925925926,0.7925925925925925,1,0.03571428571428571,1,0.03571428571428571
0.7925925925925925,0.9925925925925926,8,0.2857142857142857,9,0.32142857142857145
0.9925925925925926,1.1925925925925926,12,0.42857142857142855,21,0.75
1.1925925925925926,1.3925925925925926,4,0.14285714285714285,25,0.8928571428571429
1.3925925925925926,1.5925925925925926,3,0.10714285714285714,28,1.0
